E,alpha
-0.004999999999999902,1e-10
9.71445146547012e-17,1e-10
0.005000000000000098,1e-10
0.010000000000000099,1e-10
0.015000000000000097,1e-10
0.0200000000000001,1e-10
0.0250000000000001,1e-10
0.030000000000000096,1e-10
0.0350000000000001,1e-10
0.0400000000000001,1e-10
0.045000000000000095,1e-10
0.0500000000000001,1e-10
0.055000000000000104,1e-10
0.060000000000000095,1e-10
0.0650000000000001,1e-10
0.0700000000000001,1e-10
0.0750000000000001,1e-10
0.0800000000000001,1e-10
0.0850000000000001,1e-10
0.0900000000000001,1e-10
0.0950000000000001,1e-10
0.1000000000000001,1e-10
0.1050000000000001,1e-10
0.1100000000000001,1e-10
0.1150000000000001,1e-10
0.1200000000000001,1e-10
0.1250000000000001,1e-10
0.1300000000000001,1e-10
0.1350000000000001,1e-10
0.1400000000000001,1e-10
0.1450000000000001,1e-10
0.1500000000000001,1e-10
0.1550000000000001,1e-10
0.1600000000000001,1e-10
0.1650000000000001,1e-10
0.1700000000000001,1e-10
0.1750000000000001,1e-10
0.1800000000000001,1e-10
0.1850000000000001,1e-10
0.19000000000000009,1e-10
0.1950000000000001,1e-10
0.2000000000000001,1e-10
0.2050000000000001,1e-10
0.2100000000000001,1e-10
0.2150000000000001,1e-10
0.22000000000000008,1e-10
0.2250000000000001,1e-10
0.2300000000000001,1e-10
0.2350000000000001,1e-10
0.2400000000000001,1e-10
0.2450000000000001,1e-10
0.2500000000000001,1e-10
0.2550000000000001,1e-10
0.2600000000000001,1e-10
0.2650000000000001,1e-10
0.2700000000000001,1e-10
0.2750000000000001,1e-10
0.2800000000000001,1e-10
0.2850000000000001,1e-10
0.2900000000000001,1e-10
0.2950000000000001,1e-10
0.3000000000000001,1e-10
0.3050000000000001,1e-10
0.3100000000000001,1e-10
0.3150000000000001,1e-10
0.3200000000000001,1e-10
0.3250000000000001,1e-10
0.33000000000000007,1e-10
0.3350000000000001,1e-10
0.3400000000000001,1e-10
0.3450000000000001,1e-10
0.3500000000000001,1e-10
0.3550000000000001,1e-10
0.3600000000000001,1e-10
0.3650000000000001,1e-10
0.3700000000000001,1e-10
0.3750000000000001,1e-10
0.3800000000000001,1e-10
0.3850000000000001,1e-10
0.3900000000000001,1e-10
0.3950000000000001,1e-10
0.4000000000000001,1e-10
0.4050000000000001,1e-10
0.4100000000000001,1e-10
0.4150000000000001,1e-10
0.4200000000000001,1e-10
0.4250000000000001,1e-10
0.4300000000000001,1e-10
0.4350000000000001,1e-10
0.4400000000000001,1e-10
0.4450000000000001,1e-10
0.4500000000000001,1e-10
0.45500000000000007,1e-10
0.4600000000000001,1e-10
0.4650000000000001,1e-10
0.4700000000000001,1e-10
0.4750000000000001,1e-10
0.4800000000000001,1e-10
0.4850000000000001,1e-10
0.4900000000000001,1e-10
0.4950000000000001,1e-10
0.5000000000000001,1e-10
0.5050000000000001,1e-10
0.5100000000000001,1e-10
0.5150000000000001,1e-10
0.5200000000000001,1e-10
0.5250000000000001,1e-10
0.5300000000000001,1e-10
0.5350000000000001,1e-10
0.5400000000000001,1e-10
0.5450000000000002,1e-10
0.55,1e-10
0.555,1e-10
0.56,1e-10
0.5650000000000001,1e-10
0.5700000000000001,1e-10
0.5750000000000001,1e-10
0.5800000000000001,1e-10
0.5850000000000001,1e-10
0.5900000000000001,1e-10
0.5950000000000001,1e-10
0.6000000000000001,1e-10
0.6050000000000001,1e-10
0.6100000000000001,1e-10
0.6150000000000001,1e-10
0.6200000000000001,1e-10
0.6250000000000001,1e-10
0.6300000000000001,1e-10
0.6350000000000001,1e-10
0.6400000000000001,1e-10
0.6450000000000001,1e-10
0.6500000000000001,1e-10
0.6550000000000001,1e-10
0.6600000000000001,1e-10
0.6650000000000001,1e-10
0.6700000000000002,1e-10
0.675,1e-10
0.68,1e-10
0.685,1e-10
0.6900000000000001,1e-10
0.6950000000000001,1e-10
0.7000000000000001,1e-10
0.7050000000000001,1e-10
0.7100000000000001,1e-10
0.7150000000000001,1e-10
0.7200000000000001,1e-10
0.7250000000000001,1e-10
0.7300000000000001,1e-10
0.7350000000000001,1e-10
0.7400000000000001,1e-10
0.7450000000000001,1e-10
0.7500000000000001,1e-10
0.7550000000000001,1e-10
0.7600000000000001,1e-10
0.7650000000000001,1e-10
0.7700000000000001,1e-10
0.7750000000000001,1e-10
0.7800000000000001,1e-10
0.7850000000000001,1e-10
0.7900000000000001,1e-10
0.7950000000000002,1e-10
0.8,1e-10
0.805,1e-10
0.81,1e-10
0.8150000000000001,1e-10
0.8200000000000001,1e-10
0.8250000000000001,1e-10
0.8300000000000001,1e-10
0.8350000000000001,1e-10
0.8400000000000001,1e-10
0.8450000000000001,1e-10
0.8500000000000001,1e-10
0.8550000000000001,1e-10
0.8600000000000001,1e-10
0.8650000000000001,1e-10
0.8700000000000001,1e-10
0.8750000000000001,1e-10
0.8800000000000001,1e-10
0.8850000000000001,1e-10
0.8900000000000001,1e-10
0.8950000000000001,1e-10
0.9000000000000001,1e-10
0.9050000000000001,1e-10
0.9100000000000001,1e-10
0.9150000000000001,1e-10
0.9200000000000002,1e-10
0.925,1e-10
0.93,1e-10
0.935,1e-10
0.9400000000000001,1e-10
0.9450000000000001,1e-10
0.9500000000000001,1e-10
0.9550000000000001,1e-10
0.9600000000000001,1e-10
0.9650000000000001,1e-10
0.9700000000000001,1e-10
0.9750000000000001,1e-10
0.9800000000000001,1e-10
0.9850000000000001,1e-10
0.99,1e-10
0.9950000000000001,1e-10
1.0,1e-10
1.0050000000000001,1e-10
1.01,1e-10
1.0150000000000001,1e-10
1.02,1e-10
1.0250000000000001,1e-10
1.03,1e-10
1.0350000000000001,1e-10
1.04,1e-10
1.0450000000000002,1e-10
1.05,1e-10
1.0550000000000002,1e-10
1.06,1e-10
1.0650000000000002,1e-10
1.07,1e-10
1.0750000000000002,1e-10
1.08,1e-10
1.0850000000000002,1e-10
1.09,1e-10
1.0950000000000002,1e-10
1.1,1e-10
1.1050000000000002,1e-10
1.11,1e-10
1.115,1e-10
1.12,1e-10
1.125,1e-10
1.1300000000000001,1e-10
1.135,1e-10
1.1400000000000001,1e-10
1.145,1e-10
1.1500000000000001,1e-10
1.155,1e-10
1.1600000000000001,1e-10
1.165,1e-10
1.1700000000000002,1e-10
1.175,1e-10
1.1800000000000002,1e-10
1.185,1e-10
1.1900000000000002,1e-10
1.195,1e-10
1.2000000000000002,1e-10
1.205,1e-10
1.2100000000000002,1e-10
1.215,1e-10
1.2200000000000002,1e-10
1.225,1e-10
1.2300000000000002,1e-10
1.235,1e-10
1.24,1e-10
1.245,1e-10
1.25,1e-10
1.2550000000000001,1e-10
1.26,1e-10
1.2650000000000001,1e-10
1.27,1e-10
1.2750000000000001,1e-10
1.28,1e-10
1.2850000000000001,1e-10
1.29,1e-10
1.2950000000000002,1e-10
1.3,1e-10
1.3050000000000002,1e-10
1.31,1e-10
1.3150000000000002,1e-10
1.32,1e-10
1.3250000000000002,1e-10
1.33,1e-10
1.3350000000000002,1e-10
1.34,1e-10
1.3450000000000002,1e-10
1.35,1e-10
1.3550000000000002,1e-10
1.36,1e-10
1.365,1e-10
1.37,1e-10
1.375,1e-10
1.3800000000000001,1e-10
1.385,1e-10
1.3900000000000001,1e-10
1.395,1e-10
1.4000000000000001,1e-10
1.405,1e-10
1.4100000000000001,1e-10
1.415,1e-10
1.4200000000000002,1e-10
1.425,1e-10
1.4300000000000002,1e-10
1.435,1e-10
1.4400000000000002,1e-10
1.445,1e-10
1.4500000000000002,1e-10
1.455,1e-10
1.4600000000000002,1e-10
1.465,1e-10
1.4700000000000002,1e-10
1.475,1e-10
1.4800000000000002,1e-10
1.485,1e-10
1.49,1e-10
1.495,1e-10
1.5,1679.8004885318019
1.5050000000000001,2500.062170046543
1.51,3072.926395862668
1.5150000000000001,3621.047171193018
1.52,4066.7290362402396
1.5250000000000001,4492.922051495227
1.53,4875.055005390743
1.5350000000000001,5230.752920903514
1.54,5567.383959150113
1.5450000000000002,5881.9191056269365
1.55,6179.449263027056
1.5550000000000002,6461.678634453099
1.56,6638.9997108336565
1.5650000000000002,7739.877194328344
1.57,11378.784951506497
1.5750000000000002,13261.562099519393
1.58,14714.738829747193
1.5850000000000002,16010.790339833944
1.59,17135.777739483052
1.5950000000000002,18203.113446795036
1.6,19178.568370332807
1.6050000000000002,20104.820163123033
1.61,20998.518286378036
1.615,21847.58632092787
1.62,22661.900844262294
1.625,23446.222676410456
1.6300000000000001,24196.239847736557
1.635,24910.766930923284
1.6400000000000001,25591.762344864215
1.645,26241.702708840396
1.6500000000000001,26864.482904572462
1.655,27465.94655725274
1.6600000000000001,28052.727350577225
1.665,28631.030333594397
1.6700000000000002,29205.921535192563
1.675,29780.713929657217
1.6800000000000002,30356.49255156855
1.685,30932.147029327734
1.6900000000000002,31504.928700378798
1.695,32071.209099642107
1.7000000000000002,32627.177688441865
1.705,33169.430489709724
1.7100000000000002,33695.46400052481
1.715,34204.0444175766
1.7200000000000002,34695.40362366232
1.725,35171.2329161507
1.7300000000000002,35634.485069682145
1.735,36088.99716306769
1.74,36538.9610577548
1.745,36988.30226340765
1.75,37440.063120315695
1.7550000000000001,37895.935254660326
1.76,38356.03173111224
1.7650000000000001,38818.97917949053
1.77,39282.30064771893
1.7750000000000001,39743.00996214909
1.78,40198.260459023986
1.7850000000000001,40645.91350139646
1.79,41084.89305507587
1.7950000000000002,41515.28101212626
1.8,41938.145676270484
1.8050000000000002,42355.21361116683
1.81,42768.44676316212
1.8150000000000002,43179.6741148661
1.82,43590.31007929114
1.8250000000000002,44001.23251359645
1.83,44412.76397122607
1.8350000000000002,44824.79324541227
1.84,45236.89567103215
1.8450000000000002,45648.51071361894
1.85,46059.07744432057
1.8550000000000002,46468.12339509654
1.86,46875.33357740928
1.865,47280.55775882597
1.87,47683.79512767753
1.875,48085.17026696898
1.8800000000000001,48484.906567844526
1.885,48883.28950775716
1.8900000000000001,49280.64047328997
1.895,49677.280308631154
1.9000000000000001,50073.479481856455
1.905,50469.43045150713
1.9100000000000001,50865.23261007199
1.915,51260.899140904374
1.9200000000000002,51656.39539220693
1.925,52051.68398912007
1.9300000000000002,52446.76408322084
1.935,52841.685537860074
1.9400000000000002,53236.52699076066
1.945,53631.3800384755
1.9500000000000002,54026.30698585751
1.955,54421.32851094821
1.9600000000000002,54816.437695182394
1.965,55211.62826420021
1.9700000000000002,55606.937242862914
1.975,56002.469305313716
1.9800000000000002,56398.37614098429
1.985,56794.82095510996
1.99,57191.904456383214
1.9949999999999999,57589.654659055064
2.0,57988.01537341546
2.005,58386.91588716157
2.01,58786.33287275322
2.0149999999999997,59186.34112504645
2.0200000000000005,59587.09971942576
2.0250000000000004,59988.808692361585
2.0300000000000002,60391.61624265266
2.035,60795.576162654215
2.04,61200.629523003496
2.045,61606.665469739695
2.05,62013.59607563262
2.0549999999999997,62421.4153800378
2.0600000000000005,62830.2370281225
2.0650000000000004,63240.24720318232
2.0700000000000003,63651.65441230796
2.075,64064.61393347317
2.08,64479.18237869387
2.085,64895.3046538027
2.09,65312.85265268756
2.0949999999999998,65731.68147879903
2.1000000000000005,66151.7128582951
2.1050000000000004,66572.97801250382
2.1100000000000003,66995.64449304448
2.115,67419.96515744989
2.12,67846.19197387194
2.125,68274.48567874717
2.13,68704.83593162076
2.135,69137.08568297353
2.1399999999999997,69571.01121300824
2.1450000000000005,70006.46769882213
2.1500000000000004,70443.48163725431
2.1550000000000002,70882.29679025042
2.16,71323.26209495225
2.165,71766.68925791146
2.17,72212.69618296344
2.175,72661.15140152774
2.1799999999999997,73111.7456897945
2.1850000000000005,73564.14545226593
2.1900000000000004,74018.20131629717
2.1950000000000003,74474.02186825001
2.2,74931.95918980395
2.205,75392.45543024119
2.21,75855.84399495658
2.215,76322.22754348023
2.2199999999999998,76791.45476244252
2.2250000000000005,77263.22828356545
2.2300000000000004,77737.26108609758
2.2350000000000003,78213.42896558737
2.24,78691.8194209393
2.245,79172.70614706706
2.25,79656.44266557848
2.255,80143.33051651652
2.26,80633.54226490113
2.2649999999999997,81127.07435567823
2.2700000000000005,81623.78802350511
2.2750000000000004,82123.45506130268
2.2800000000000002,82625.84911596973
2.285,83130.84030606554
2.29,83638.45698982448
2.295,84148.9170616266
2.3,84662.57932228461
2.3049999999999997,85179.83624915594
2.3100000000000005,85700.97389551363
2.3150000000000004,86226.05505271743
2.3200000000000003,86754.89085418015
2.325,87287.13822176281
2.33,87822.4642740765
2.335,88360.75131101003
2.34,88902.18137208112
2.3449999999999998,89447.20909609876
2.3500000000000005,89996.37564277253
2.3550000000000004,90550.08686061778
2.3600000000000003,91108.4321718228
2.365,91671.174214098
2.37,92237.86345903816
2.375,92808.07994596526
2.38,93381.65122801966
2.385,93958.74616731229
2.3899999999999997,94539.81555849803
2.3950000000000005,95125.42966931238
2.4000000000000004,95716.04896657729
2.4050000000000002,96311.90645118545
2.41,96912.96274257927
2.415,97518.97926134287
2.42,98129.65781382562
2.425,98744.7580573873
2.4299999999999997,99364.188212029
2.4350000000000005,99988.04025011309
2.4400000000000004,100616.55968188829
2.4450000000000003,101250.09904281235
2.45,101889.00991828747
2.455,102533.55596499407
2.46,103183.81438828977
2.465,103839.64356802538
2.4699999999999998,104500.77682881076
2.4750000000000005,105166.91743044532
2.4800000000000004,105836.92279069954
2.4850000000000003,106507.59007337822
2.49,107204.7209250836
2.495,107833.3321323201
2.5,108821.53759080934
2.505,109661.18316920221
2.51,110483.85839519935
2.5149999999999997,111303.1242391324
2.5200000000000005,112124.36421672301
2.5250000000000004,112950.40358143127
2.5300000000000002,113783.14950911814
2.535,114624.0743735325
2.54,115474.44825802244
2.545,116335.27737950784
2.55,117207.2775301111
2.5549999999999997,118090.93442412818
2.5600000000000005,118986.54183937031
2.5650000000000004,119893.7248090437
2.5700000000000003,120809.06637796307
2.575,121723.82654802271
2.58,122657.15742609261
2.585,123742.35814695824
2.59,124256.97394627033
2.5949999999999998,127112.93437138821
2.6000000000000005,129047.26321144852
2.6050000000000004,130741.31209249319
2.6100000000000003,132331.9104880603
2.615,133867.70396937535
2.62,135374.5234333171
2.625,136863.8750655901
2.63,138345.90051860182
2.635,139827.1566417122
2.6399999999999997,141313.33120877008
2.6450000000000005,142809.1774890271
2.6500000000000004,144318.48031764213
2.6550000000000002,145844.65462643915
2.66,147390.55732023835
2.665,148958.7930971511
2.67,150551.8588238031
2.675,152172.2418473587
2.6799999999999997,153822.64712520526
2.6850000000000005,155506.1535858821
2.6900000000000004,157226.2101173318
2.6950000000000003,158986.42653088836
2.7,160790.28612380382
2.705,162641.06599244784
2.71,164542.1406934824
2.715,166497.2649176185
2.7199999999999998,168510.62812617078
2.7250000000000005,170586.96599615907
2.7300000000000004,172731.89007750686
2.7350000000000003,174951.9506350884
2.74,177254.2681185424
2.745,179646.46910445497
2.75,182137.3977384453
2.755,184737.34587713424
2.76,187457.7053238171
2.7649999999999997,190311.69820936056
2.7700000000000005,193316.1519158763
2.7750000000000004,196491.51965860726
2.7800000000000002,199861.20045989816
2.785,203454.5491780775
2.79,207311.00407628354
2.795,211483.16781993027
2.8,216048.56859267634
2.8049999999999997,221108.9255373854
2.8100000000000005,226723.17654180707
2.8150000000000004,233889.23671368675
2.8200000000000003,242103.7021059696
2.825,252411.3979293761
2.83,265719.84579492896
2.835,296475.0330539236
2.84,304327.31954673695
2.8449999999999998,314345.21331469173
2.8500000000000005,312112.8020930644
2.8550000000000004,311289.217127199
2.8600000000000003,316986.53363219305
2.865,322069.99848563387
2.87,320947.6593084388
2.875,315687.9827823898
2.88,312776.8821978703
2.885,310768.35141103336
2.8899999999999997,309343.9694684857
2.8950000000000005,308308.29999223165
2.9000000000000004,307683.5218881835
2.9050000000000002,307483.7039654623
2.91,307717.59642371204
2.915,308609.6040258453
2.92,310340.92672114813
2.925,311734.8311815655
2.9299999999999997,315208.079888207
2.9350000000000005,323086.5121996902
2.9400000000000004,327990.4944372966
2.9450000000000003,332228.2793999788
2.95,336615.9770791603
2.955,341815.9778387121
2.96,349295.05326148635
2.965,355489.8226586794
2.9699999999999998,358246.0967793951
2.9750000000000005,358977.1660916648
2.9800000000000004,359091.1397180481
2.9850000000000003,359007.09137309436
2.99,358795.4715399288
2.995,358481.44627526234
3.0,358089.1141346406
3.005,357623.6684590757
3.01,357091.88097692793
3.0149999999999997,356504.0138400787
3.0200000000000005,355866.86637233326
3.0250000000000004,355184.4672738672
3.0300000000000002,354460.4402073796
3.035,353698.5675360246
3.04,352901.7383467461
3.045,352073.69653482095
3.05,351217.7892515291
3.0549999999999997,350336.9255121219
3.0600000000000005,349434.43512042996
3.0650000000000004,348513.54256130755
3.0700000000000003,347577.50376787
3.075,346629.8655293959
3.08,345674.7725431408
3.085,344717.37651591405
3.09,343764.26675654313
3.0949999999999998,342823.563942133
3.1000000000000005,341906.8366817871
3.1050000000000004,341035.17723989347
3.1100000000000003,340179.454441129
3.115,339659.9799598846
3.12,339450.896405385
3.125,340356.8345902558
3.13,339826.6112022021
3.135,338204.64448257326
3.1399999999999997,336486.42318575416
3.1450000000000005,334714.5487763805
3.1500000000000004,332903.04422233725
3.1550000000000002,331062.05504294176
3.16,329197.4850758567
3.165,327314.30084107735
3.17,325417.4746234088
3.175,323511.9127108414
3.1799999999999997,321601.62250687485
3.1850000000000005,319688.74176914094
3.1900000000000004,317773.9874670251
3.1950000000000003,315856.7907893826
3.2,313935.8606246459
3.205,312009.55240575183
3.21,310076.3015376818
3.215,308135.5058574431
3.2199999999999998,306186.9810317129
3.2250000000000005,304231.371287496
3.2300000000000004,302269.7928421531
3.2350000000000003,300303.83301592333
3.24,298335.57904367236
3.245,296367.1531849231
3.25,294400.2807784176
3.255,292435.9559764762
3.26,290474.46710145456
3.2649999999999997,288515.72984413296
3.2700000000000005,286559.4979069579
3.2750000000000004,284605.2697267889
3.2800000000000002,282652.25557924417
3.285,280699.29568331747
3.29,278746.3120929786
3.295,276795.6452163679
3.3,274849.66668180935
3.3049999999999997,272827.14324660593
3.3100000000000005,270460.6633950215
3.3150000000000004,268014.3731821465
3.3200000000000003,265734.3384139953
3.325,263533.9927859729
3.33,261385.67262925612
3.335,259274.44767000052
3.34,257189.28215398296
3.3449999999999998,255124.30212584825
3.3500000000000005,253075.48606750777
3.3550000000000004,251039.1329822564
3.3600000000000003,249011.41573477833
3.365,246988.20935093446
3.37,244964.91492680216
3.375,242934.26532122382
3.38,240869.3863839552
3.385,238750.80871387984
3.3899999999999997,236865.3889775291
3.3950000000000005,238394.9066726744
3.4000000000000004,239451.1409773192
3.4050000000000002,239631.60606819947
3.41,239486.9580517888
3.415,239168.2124881018
3.42,238739.83697738167
3.425,238241.10954797835
3.4299999999999997,237693.88641454536
3.4350000000000005,237112.79913664848
3.4400000000000004,236508.20113055932
3.4450000000000003,235885.8830962919
3.45,235248.53315925383
3.455,234611.6906441288
3.46,234028.86046796638
3.465,233193.29451327695
3.4699999999999998,233384.63157156156
3.4750000000000005,232973.18150698376
3.4800000000000004,232533.0968207842
3.4850000000000003,232084.22349114678
3.49,231634.73699147394
3.495,231192.3844533063
3.5,230758.54765766524
3.505,230330.1414302563
3.51,229898.29079840178
3.5149999999999997,229533.23542725388
3.5200000000000005,229183.66179201935
3.5250000000000004,231384.5914292552
3.5300000000000002,234383.5273499599
3.535,236317.11139792603
3.54,237917.03035881274
3.545,239359.4894117221
3.55,240693.0746356036
3.5549999999999997,241798.24355678115
3.5600000000000005,242350.47136984277
3.5650000000000004,242687.46889333313
3.5700000000000003,243021.93174270415
3.575,244009.5083187626
3.58,245282.66013783912
3.585,246745.3756859411
3.59,248431.18621535593
3.5949999999999998,250398.33385787136
3.6000000000000005,252727.68904729333
3.6050000000000004,254889.51519228236
3.6100000000000003,255425.45075013133
3.615,256271.81991545873
3.62,257698.9959533802
3.625,262375.48161478725
3.63,271251.43077642645
3.635,273141.8338194709
3.6399999999999997,266818.6785122539
3.6450000000000005,261499.99149805497
3.6500000000000004,257081.61644850683
3.6550000000000002,254587.31717844246
3.66,253240.0906905308
3.665,253790.0205226344
3.67,255510.49657527698
3.675,254799.91055932283
3.6799999999999997,253960.7555323317
3.6850000000000005,253258.06750260133
3.6900000000000004,252639.13072234124
3.6950000000000003,252132.88731465253
3.7,251664.51652517318
3.705,251212.58997617455
3.71,250790.14553335353
3.715,250403.6997926547
3.7199999999999998,250054.9967093197
3.7250000000000005,249736.44733339417
3.7300000000000004,249458.2811968379
3.7350000000000003,249302.81309892386
3.74,249207.05233745868
3.745,249583.56507420226
3.75,249792.6308641538
3.755,249351.04932186689
3.76,248961.72922552584
3.7649999999999997,248538.3060444069
3.7700000000000005,248372.8448097149
3.7750000000000004,248665.79351365432
3.7800000000000002,249674.34709011688
3.785,250373.26572450306
3.79,251197.97622343423
3.795,251501.2907220396
3.8,251820.9536372963
3.8049999999999997,252159.86623028238
3.8100000000000005,252547.5778330697
3.8150000000000004,253004.7136878004
3.8200000000000003,253309.66014809592
3.825,253589.13159663163
3.83,254061.79476610222
3.835,254686.52591708658
3.84,255491.88469106043
3.8449999999999998,256539.39460527364
3.8500000000000005,258022.59886869902
3.8550000000000004,260528.32130350452
3.8600000000000003,262016.33780322
3.865,262719.829560834
3.87,263194.2329412629
3.875,263344.2169439245
3.88,264229.3705533525
3.885,265404.7380451044
3.8899999999999997,266859.96200809046
3.8950000000000005,268643.2146430752
3.9000000000000004,266958.68221810093
3.9050000000000002,265619.4126792297
3.91,261702.3049255981
3.915,262775.8484723592
3.92,264691.5622048997
3.925,268062.1073639919
3.9299999999999997,272525.20573491015
3.9350000000000005,275607.3274842743
3.9400000000000004,282174.6393670633
3.9450000000000003,282028.53202202043
3.95,279034.984379354
3.955,273567.02750263084
3.96,270498.8381600218
3.965,268409.56452630414
3.9699999999999998,266978.43849580054
3.9750000000000005,266046.6302888429
3.9800000000000004,265548.2971195409
3.9850000000000003,265854.381420272
3.99,266574.6471231311
3.995,267532.3204465229
4.0,269403.67002468044
4.005,271508.15141883737
4.010000000000001,273708.4478845204
4.015000000000001,276230.4478553475
4.0200000000000005,279334.1658086007
4.025,283439.32359858707
4.03,288792.3286913126
4.035,294554.66775077675
4.04,301008.22359183047
4.045,309143.8404756727
4.050000000000001,314881.7705200295
4.055000000000001,320652.2391625691
4.0600000000000005,331054.4471516612
4.065,342311.70015952975
4.07,357942.828201017
4.075,373612.6690382651
4.08,386527.16765225603
4.085,394890.45954568806
4.090000000000001,402414.6452605376
4.095000000000001,398204.06685967033
4.1000000000000005,391417.5955823355
4.105,385535.4855472289
4.11,382365.29116354306
4.115,382764.45650514116
4.12,383216.8959708661
4.125,384662.24274563754
4.13,385636.74503091816
4.135000000000001,388189.92975606304
4.140000000000001,386838.4639299822
4.1450000000000005,385838.3809487898
4.15,384770.67817175615
4.155,383852.4797847863
4.16,382891.19187354576
4.165,382023.9293978297
4.17,381338.18934173416
4.175000000000001,380785.40244624333
4.180000000000001,380301.32424740534
4.1850000000000005,379559.60117122484
4.19,378683.15651451255
4.195,378909.26192398695
4.2,378955.9973967081
4.205,379127.6497352433
4.21,379481.26124993415
4.215000000000001,380116.9330713309
4.220000000000001,380902.45706246956
4.2250000000000005,382624.5162531007
4.23,377806.8960407118
4.235,377583.0984424478
4.24,372110.10586491495
4.245,370154.4459766353
4.25,370164.58413309476
4.255,371211.48823637236
4.260000000000001,373603.4397651445
4.265000000000001,377494.2013040985
4.2700000000000005,384383.33188700303
4.275,385075.69743072154
4.28,386560.55892809125
4.285,388697.56200285756
4.29,391610.2027531076
4.295,394496.18178992334
4.300000000000001,397783.45552315033
4.305000000000001,402559.7884430904
4.3100000000000005,406424.46043855895
4.315,409217.73349446914
4.32,411731.82541979867
4.325,414510.0302139202
4.33,412581.24553553446
4.335,413474.62004650617
4.340000000000001,413819.64986272145
4.345000000000001,414764.6974782541
4.3500000000000005,416155.1920782505
4.355,417111.820076204
4.36,417927.2109252079
4.365,418941.6676951837
4.37,419493.9611802785
4.375,419642.2785536132
4.38,419503.5723943403
4.385000000000001,419349.06526414707
4.390000000000001,419450.4360100998
4.3950000000000005,419265.98900528136
4.4,420859.2925758395
4.405,419690.72963472246
4.41,420877.94426346885
4.415,421337.95581383974
4.42,422019.3651234173
4.425000000000001,423431.06557388755
4.430000000000001,417175.6107653732
4.4350000000000005,415227.3089081437
4.44,413562.7818161002
4.445,417661.91766581533
4.45,419801.56564693915
4.455,421849.6578730751
4.46,423676.28685270774
4.465000000000001,424954.15955405746
4.470000000000001,426378.3635219826
4.4750000000000005,427949.1106090573
4.48,429702.1139128558
4.485,430646.0252736305
4.49,431552.6926816552
4.495,432470.0573147715
4.5,433901.07623908465
4.505,435513.7066799301
4.510000000000001,437034.9367765568
4.515000000000001,438955.4063457435
4.5200000000000005,441690.27452677686
4.525,445163.263265879
4.53,450521.7962666531
4.535,454466.53270222887
4.54,458034.6833946779
4.545,459954.3413424496
4.550000000000001,458738.20593378885
4.555000000000001,458607.6694130136
4.5600000000000005,458959.6201976552
4.565,460514.72710639815
4.57,462032.5095549842
4.575,463309.3532105425
4.58,463235.2457212883
4.585,466318.24765951623
4.590000000000001,469381.1298797164
4.595000000000001,474092.23894006293
4.6000000000000005,480727.144935312
4.605,489741.68519000115
4.61,499324.073672257
4.615,512299.499657567
4.62,522383.50685185316
4.625,530234.0346729138
4.63,536413.6177112139
4.635000000000001,541671.9019912903
4.640000000000001,547683.8845439191
4.6450000000000005,556519.2782586018
4.65,558211.5888475378
4.655,559720.3058217535
4.66,562024.428704598
4.665,564924.5777677762
4.67,570083.1837248134
4.675000000000001,573285.6986375424
4.680000000000001,573747.7123056194
4.6850000000000005,574781.9160651932
4.69,576007.1265232587
4.695,577413.8103789414
4.7,578978.9894402548
4.705,580432.851514518
4.71,584307.4276201145
4.715000000000001,589249.8171966934
4.720000000000001,594008.9522157515
4.7250000000000005,597125.5523130795
4.73,597696.5596433397
4.735,598174.8400446528
4.74,598691.2914507695
4.745,599214.539009888
4.75,597556.1884545642
4.755,594845.1531009923
4.760000000000001,590927.9021535742
4.765000000000001,587782.3215798096
4.7700000000000005,584105.1317497205
4.775,581893.0989360728
4.78,579453.8250027059
4.785,578107.2401578561
4.79,576983.6381735499
4.795,576762.5905989817
4.800000000000001,575681.7371890778
4.805000000000001,575653.4131729215
4.8100000000000005,576152.1709169508
4.815,575842.891520805
4.82,576421.1156896574
4.825,577399.5469447155
4.83,578499.8811097837
4.835,579923.015447039
4.840000000000001,582007.4846828182
4.845000000000001,584191.9728331552
4.8500000000000005,587502.7086924304
4.855,592351.7737487839
4.86,603314.2937773621
4.865,609795.0097334995
4.87,615438.3584368937
4.875,619179.3280250254
4.88,625500.7561200971
4.885000000000001,634467.2480487245
4.890000000000001,641703.9678978982
4.8950000000000005,647969.3949575706
4.9,653317.000428188
4.905,657747.233936719
4.91,661968.7258332942
4.915,667757.1804419477
4.92,673283.1601507213
4.925000000000001,679153.5801810364
4.930000000000001,686706.9156301302
4.9350000000000005,695942.1415069769
4.94,708530.01253576
4.945,729567.0781380777
4.95,743493.8801660351
4.955,740257.4467743041
4.96,733869.9968691901
4.965000000000001,715400.792984399
4.970000000000001,702522.8779312953
4.9750000000000005,694095.757572165
4.98,689267.7776138886
4.985,687957.7619393183
